Date,Close,High,Low,Open,Volume,Company
1/2/15,24.347171783447266,24.817056961010813,23.906236257464577,24.805921564775062,212818400,Apple
1/5/15,23.66127586364746,24.195742670019182,23.474213415880083,24.115572564112266,257142000,Apple
1/6/15,23.663503646850586,23.924055645542914,23.300510745350667,23.725857797065174,263188400,Apple
1/7/15,23.99531364440918,24.095525411574826,23.76148392232551,23.872831085408613,160423600,Apple
1/8/15,24.917274475097656,24.97517549062993,24.20687884687045,24.324908297500208,237458000,Apple
1/9/15,24.94399070739746,25.220131182365414,24.543140260651413,25.09096807185582,214798000,Apple
1/12/15,24.32935143,25.082057521230563,24.229139673280386,25.075376964307544,198603200,Apple
1/13/15,24.54537010192871,25.11992189929338,24.25364106,24.814830045881223,268367600,Apple
1/14/15,24.451839447021484,24.60549738776521,24.16233612262507,24.282591271265595,195826400,Apple
1/15/15,23.78820801,24.509737153556845,23.752577798886094,24.496376037587304,240056000,Apple
1/16/15,23.603368759155273,23.957453585315836,23.427440055455996,23.834971038745866,314053200,Apple
1/20/15,24.211326599121094,24.267000178791985,23.716944939799923,24.01535451130495,199599600,Apple
1/21/15,24.39616584777832,24.732433080930285,24.11111566281483,24.262547883348592,194303600,Apple
1/22/15,25.03084945678711,25.046437995927498,24.434028431232644,24.554283604182796,215185600,Apple
1/23/15,25.160003662109375,25.331477531676878,24.837095896138095,25.008571464728334,185859200,Apple
1/26/15,25.186731338500977,25.467326702951276,25.119924051075834,25.329255590502346,222460000,Apple
1/27/15,24.304861068725586,25.048661076493936,24.28036455445931,25.03529826024312,382274800,Apple
1/28/15,25.678882598876953,26.30465482030051,25.678882598876953,26.19553337551537,585908400,Apple
1/29/15,26.478355407714844,26.54293696542176,25.734555483627332,25.903803645237765,337745600,Apple
1/30/15,26.090869903564453,26.723321018811966,26.021833502263554,26.367010411699074,334982000,Apple
2/2/15,26.418230056762695,26.538485209317315,25.85036048522611,26.289068625372668,250956400,Apple
2/3/15,26.422679901123047,26.520664241000233,26.191077617646798,26.38927541522328,207662800,Apple
2/4/15,26.625341415405273,26.836902110807422,26.34697342068408,26.389285899569188,280598800,Apple
2/5/15,26.815378189086914,26.88021464,26.66111208902792,26.833262754092647,168984800,Apple
2/6/15,26.58956527709961,26.884681883180647,26.482249372284485,26.833259287893966,174826400,Apple
2/9/15,26.766183853149414,26.793011545559803,26.477774219640615,26.50460361777916,155559200,Apple
2/10/15,27.280405044555664,27.30947066,26.86456040190281,26.86679490610053,248034000,Apple
2/11/15,27.91982650756836,27.928769642147397,27.387722793079366,27.44808681932724,294247200,Apple
2/12/15,28.27307129,28.501116945548493,28.07409124499383,28.18364165329796,297898000,Apple
2/13/15,28.41168785095215,28.456401816821888,28.091978048370983,28.456401816821888,217088800,Apple
2/17/15,28.579360961914062,28.814113491034405,28.37590854257936,28.50334519120033,252609600,Apple
2/18/15,28.778350830078125,28.79176468009199,28.494411829441287,28.534655085211522,179566800,Apple
2/19/15,28.717981338500977,28.847654224108258,28.691153641981135,28.724688262630938,149449600,Apple
2/20/15,28.952730178833008,28.952730178833008,28.628549712403764,28.755984665874507,195793600,Apple
2/23/15,29.735244750976562,29.735244750976562,28.988510851919848,29.068997365147702,283896400,Apple
2/24/15,29.549667358398438,29.86937878589206,29.326094174107197,29.721819665510388,276912400,Apple
2/25/15,28.793991088867188,29.42223465002308,28.650904376520867,29.413289811557256,298846800,Apple
2/26/15,29.158428192138672,29.259035490760194,28.30661449957467,28.794002636276023,365150000,Apple
2/27/15,28.720224380493164,29.19196412675719,28.67103798712289,29.064525722627632,248059200,Apple
3/2/15,28.86107063293457,29.12712335,28.68444926274765,28.896843172439333,192386800,Apple
3/3/15,28.921430587768555,28.95720312012517,28.637491655804688,28.83200266833348,151265200,Apple
3/4/15,28.73810386657715,28.966149535298193,28.688920890438336,28.86330775138471,126665200,Apple
3/5/15,28.26188850402832,28.785048963528585,28.116565585591097,28.747041929611687,226068400,Apple
3/6/15,28.304372787475586,28.923669932423294,28.22835870208837,28.706803609469112,291368400,Apple
3/9/15,28.42510223388672,28.968386993214324,27.960069474894784,28.608432226564318,354114000,Apple
3/10/15,27.83710289001465,28.442986128726435,27.678366103995987,28.26189236121879,275426400,Apple
3/11/15,27.329591751098633,27.895231762365803,27.300527844629684,27.89076105,275756000,Apple
3/12/15,27.823694229125977,27.92430322934217,27.19321764287383,27.34524754268003,193450800,Apple
3/13/15,27.63141441345215,28.03608311578845,27.405606681429926,27.812509887920488,207309200,Apple
3/16/15,27.935476303100586,27.935476303100586,27.47044524947733,27.696252998985834,143497200,Apple
3/17/15,28.40274429321289,28.465344526788684,28.091977629584182,28.147870938952344,204092400,Apple
3/18/15,28.722454071044922,28.87672015062682,28.252950613824687,28.393801139272227,261083600,Apple
3/19/15,28.50558853149414,28.89684170741661,28.483231548301408,28.785055085724473,183238000,Apple
3/20/15,28.147871017456055,28.70680240696809,27.98242729886884,28.673267785836416,274780400,Apple
3/23/15,28.440746307373047,28.583833017607027,28.286480254949982,28.420625538306457,150838800,Apple
3/24/15,28.324491500854492,28.626313297924657,28.29542589088266,28.44522124311953,131369200,Apple
3/25/15,27.584468841552734,28.353561419541162,27.584468841552734,28.290961178212548,206620800,Apple
3/26/15,27.77674102783203,27.919827776140963,27.410081022074323,27.44585356201585,190291600,Apple
3/27/15,27.55539894104004,27.879579422760965,27.479384866159158,27.850515518670324,158184800,Apple
3/30/15,28.25295066833496,28.259657592550866,27.72308148080888,27.734260824987675,188398800,Apple
3/31/15,27.81921387,28.279774122012316,27.803563811122427,28.190344499185546,168362400,Apple
4/1/15,27.778974533081055,27.973483862183773,27.52186497090484,27.90641120918879,162485600,Apple
